Respondent_ID,Valid_Record,Consent,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,CHD1,CHD2,CHD3,CHD4,CHD5,CHD6,CHD7,CHD8,CHD9,CHD10,AIA1,AIA2,AIA3,AIA4,AIA5,AIA6,AIA7,AIA8,PAC1,PAC2,PAC3,PAC4,PAC5,PAC6,PAC7,PAC8,MLU1,MLU2,MLU3,MLU4,MLU5,MLU6,MLU7,MLU8,MLU9,RSO1,RSO2,RSO3,RSO4,RSO5,RSO6,RSO7,RSO8,CRE1,CRE2,CRE3,CRE4,CRE5,CRE6,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,CHD_Mean,AIA_Mean,PAC_Mean,MLU_Mean,RSO_Mean,CRE_Mean,IMP_Mean
P011,No,Yes,Female,25-34,Doctorate,Commercial bank,Other,Less than 2,Yes,1,No,No,2.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,,2.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.3,2.2857142857142856,1.5,2.3333333333333335,2.25,3.0,3.5
P012,No,Yes,Male,25-34,Diploma/OND/NCE,Commercial bank,Digital Banking/Product,2-5,Yes,2,Yes,No,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,,4.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,2.0,3.0,4.0,2.5,4.0,3.5,3.5,3.625,3.6666666666666665,3.5
P013,No,Yes,Female,25-34,Bachelor/HND,Commercial bank,Data/Analytics/AI,2-5,Yes,3,No,No,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.5,3.5,3.375,2.3333333333333335,3.125,3.8333333333333335,2.625
P014,No,Yes,Female,45-54,Postgraduate Diploma,Commercial bank,IT/Technology,2-5,Yes,4,Do not know,No,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,,3.0,2.0,2.7,3.375,3.625,3.111111111111111,3.2857142857142856,3.5,3.0
P015,No,Yes,Male,35-44,Other,Digital bank/neobank,Relationship/Marketing,6-10,Yes,1,No,No,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,,4.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,4.1,4.0,3.857142857142857,3.0,3.75,1.8333333333333333,2.625
P016,No,Yes,Prefer not to say,25-34,Master's,Digital bank/neobank,Digital Banking/Product,Less than 2,Yes,0,Yes,No,3.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.2,1.5,2.5,1.5555555555555556,1.5,2.3333333333333335,3.125
P017,No,Yes,Female,35-44,Master's,Digital bank/neobank,IT/Technology,11-15,Yes,4,Yes,No,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,2.625,2.625,1.8888888888888888,2.25,4.0,4.25
P018,No,Yes,Female,35-44,Master's,Fintech/payment provider,Digital Banking/Product,16 or more,Yes,1,Yes,No,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.5,3.2222222222222223,3.75,3.6666666666666665,2.5
P019,No,Yes,Female,25-34,Bachelor/HND,Digital bank/neobank,Customer Experience/Service,Less than 2,Yes,1,No,No,2.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.9,2.5,2.625,3.888888888888889,3.375,2.6666666666666665,2.75
P020,No,Yes,Male,35-44,Bachelor/HND,Commercial bank,Customer Experience/Service,11-15,Yes,2,Yes,No,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,,3.0,3.0,3.0,4.0,2.0,2.6,3.625,3.875,3.5,3.75,2.5,2.857142857142857
P021,No,Yes,Female,35-44,Master's,Fintech/payment provider,Risk/Compliance,2-5,Yes,0,No,No,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.5,1.875,3.375,3.3333333333333335,3.5,2.1666666666666665,1.75
P022,No,Yes,Male,25-34,Bachelor/HND,Digital bank/neobank,Risk/Compliance,2-5,Yes,1,No,No,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,,2.0,3.0,2.0,3.0,3.0,,2.0,3.0,2.0,1.0,1.0,,3.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,2.3,1.1428571428571428,2.25,,1.7142857142857142,2.0,2.75
P023,No,Yes,Female,25-34,Other,Commercial bank,Digital Banking/Product,6-10,Yes,0,No,No,1.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,,1.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,2.3,3.375,2.125,2.3333333333333335,2.5714285714285716,3.3333333333333335,3.875
P024,No,Yes,Male,35-44,Master's,Commercial bank,Other,2-5,Yes,1,No,No,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,,3.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.7,3.625,3.2857142857142856,3.3333333333333335,3.4285714285714284,2.3333333333333335,2.0
P025,No,Yes,Male,35-44,Diploma/OND/NCE,Commercial bank,Other,Less than 2,Yes,1,No,No,,5.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,,1.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.111111111111111,2.625,2.0,2.4444444444444446,2.0,3.5,4.125
P026,No,Yes,Female,35-44,Diploma/OND/NCE,Microfinance bank,Relationship/Marketing,6-10,Yes,1,Yes,No,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.3,4.5,3.625,4.666666666666667,4.0,3.0,2.5
P027,No,Yes,Female,25-34,Bachelor/HND,Digital bank/neobank,IT/Technology,16 or more,Yes,0,No,No,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.8,2.75,2.5,2.375,2.375,2.8333333333333335,3.375
P028,No,Yes,Male,45-54,Bachelor/HND,Commercial bank,Management/Strategy,2-5,Yes,3,Yes,No,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,,5.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,5.0,2.0,3.2,3.7142857142857144,4.375,3.4444444444444446,4.428571428571429,4.0,3.375
P029,No,Yes,Female,55 or above,Bachelor/HND,Insurance/investment/other licensed financial institution,Customer Experience/Service,Less than 2,Yes,3,Yes,No,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,,5.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.5,4.0,3.125,4.25,3.625,3.3333333333333335,2.5
P030,No,Yes,Female,35-44,Diploma/OND/NCE,Merchant bank,Digital Banking/Product,11-15,Yes,1,No,No,2.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,,2.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,,2.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,2.7,3.2857142857142856,3.0,3.4444444444444446,3.125,2.4,2.875
